DenunciaID;Fecha_Creacion;Comuna;Motivo_Denuncia;Rubro
14769;2019-10-24 14:58:38;13;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14769;2019-10-24 14:58:38;13;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14769;2019-10-24 14:58:38;13;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14770;2019-10-24 15:04:47;3;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14771;2019-10-24 15:10:46;1;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14772;2019-10-24 15:19:54;2;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14773;2019-10-24 16:15:18;3;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14773;2019-10-24 16:15:18;3;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14773;2019-10-24 16:15:18;3;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14774;2019-10-24 17:48:02;2;Incumplimiento total de la prestacion del servicio  contratado;ALQUILER DE VEHICULOS Y SERVICIO DE REMOLQUE
14775;2019-10-24 18:06:04;12;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14776;2019-10-24 18:12:38;1;Incumplimiento total de la prestacion del servicio  contratado;ENSEÑANZA
14777;2019-10-24 19:16:23;3;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
14778;2019-10-24 19:31:22;6;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14779;2019-10-24 19:43:30;12;Demora en la entrega del bien;MUEBLES
14779;2019-10-24 19:43:30;12;Falta de Informacion;MUEBLES
14779;2019-10-24 19:43:30;12;Falta de Entrega del bien;MUEBLES
14780;2019-10-25 08:24:39;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14781;2019-10-25 08:29:05;15;Incumplimiento del servicio;COMPRA POR INTERNET
14782;2019-10-25 08:31:25;7;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14783;2019-10-25 08:41:03;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14784;2019-10-25 08:48:48;1;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14785;2019-10-25 08:49:25;15;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS DE COMUNICACIONES
14786;2019-10-25 09:26:51;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14787;2019-10-25 09:32:44;4;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14789;2019-10-25 10:11:39;7;Falta de cumplimento garantia posventa;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
14791;2019-10-25 10:17:19;12;Falta de Informacion;TEXTIL, CALZADO Y MARROQUINERIA
14792;2019-10-25 10:17:48;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14793;2019-10-25 10:19:08;9;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14794;2019-10-25 10:23:49;3;Falta de Entrega del bien;TELEFONIA Y REDES
14795;2019-10-25 10:25:00;13;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14796;2019-10-25 10:27:32;3;Incumplimiento total de la prestacion del servicio  contratado;ENSEÑANZA
14797;2019-10-25 10:45:45;6;Falta de cumplimento garantia posventa;RODADOS, AUTOMOTORES Y EMBARCACIONES
14799;2019-10-25 10:58:11;7;Incumplimiento total de la prestacion del servicio  contratado;REPARACION DE RODADOS, AUTOMOTORES Y EMBARCACIONES
14800;2019-10-25 10:59:39;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14801;2019-10-25 11:07:40;3;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14802;2019-10-25 11:09:51;6;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14803;2019-10-25 11:10:00;2;Debitos y/o cobros indebidos;SERVICIOS PUBLICOS DOMICILIARIOS
14804;2019-10-25 11:27:58;2;Rechazo de la devolucion del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14804;2019-10-25 11:27:58;2;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14804;2019-10-25 11:27:58;2;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14804;2019-10-25 11:27:58;2;Falta de Informacion;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14805;2019-10-25 11:43:09;3;Incumplimiento total de la prestacion del servicio  contratado;ESTACIONAMIENTOS Y GUARDAMUEBLES
14806;2019-10-25 11:59:43;9;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14807;2019-10-25 12:03:54;11;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14808;2019-10-25 12:09:15;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14809;2019-10-25 12:19:14;9;Debitos y/o cobros indebidos;Servicios turisticos hoteles, hosterias, albergues, etc.
14809;2019-10-25 12:19:14;9;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;Servicios turisticos hoteles, hosterias, albergues, etc.
14809;2019-10-25 12:19:14;9;Deficiente calidad en la prestacion del servicio;Servicios turisticos hoteles, hosterias, albergues, etc.
14809;2019-10-25 12:19:14;9;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
14810;2019-10-25 12:21:07;13;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14811;2019-10-25 12:29:12;15;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14812;2019-10-25 12:30:12;7;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14813;2019-10-25 12:40:00;6;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14815;2019-10-25 12:45:00;7;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14816;2019-10-25 12:48:19;12;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14816;2019-10-25 12:48:19;12;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14816;2019-10-25 12:48:19;12;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14817;2019-10-25 12:48:40;15;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14818;2019-10-25 13:03:37;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14819;2019-10-25 13:04:05;7;Falta de Informacion;FARMACIA Y PRODUCTOS PARA LA SALUD
14820;2019-10-25 13:04:14;3;Falta de Entrega del bien;RODADOS, AUTOMOTORES Y EMBARCACIONES
14821;2019-10-25 13:05:48;3;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14822;2019-10-25 13:16:08;14;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14822;2019-10-25 13:16:08;14;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14823;2019-10-25 13:28:49;11;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14824;2019-10-25 13:29:00;14;Falta de Entrega del bien;MUEBLES
14825;2019-10-25 13:31:01;4;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14827;2019-10-25 13:54:58;7;Falta de Informacion;TELEFONIA Y REDES
14828;2019-10-25 13:59:22;11;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14829;2019-10-25 14:30:43;14;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14830;2019-10-25 14:38:21;13;Producto no funciona;ELECTRONICA
14831;2019-10-25 14:51:00;7;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14832;2019-10-25 17:04:33;1;Falta de Entrega del bien;RODADOS, AUTOMOTORES Y EMBARCACIONES
14832;2019-10-25 17:04:33;1;Falta de Informacion;RODADOS, AUTOMOTORES Y EMBARCACIONES
14833;2019-10-25 17:09:02;7;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14833;2019-10-25 17:09:02;7;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14833;2019-10-25 17:09:02;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14833;2019-10-25 17:09:02;7;Bloqueo de la tarjeta;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14834;2019-10-25 19:04:30;3;Rechazo de la devolucion del bien;TELEFONIA Y REDES
14834;2019-10-25 19:04:30;3;Falta de Informacion;TELEFONIA Y REDES
14834;2019-10-25 19:04:30;3;Clausulas abusivas o no convenidas;TELEFONIA Y REDES
14835;2019-10-28 08:07:29;6;Rechazo de la devolucion del bien;TELEFONIA Y REDES
14835;2019-10-28 08:07:29;6;Falta de cumplimento garantia posventa;TELEFONIA Y REDES
14836;2019-10-28 08:48:32;11;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE TRANSPORTE TERRESTRE DE PASAJEROS Y CARGAS
14837;2019-10-28 09:02:11;15;Falta de Informacion;RODADOS, AUTOMOTORES Y EMBARCACIONES
14838;2019-10-28 09:02:48;6;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14839;2019-10-28 09:06:14;11;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14841;2019-10-28 09:16:31;7;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14842;2019-10-28 09:18:59;15;Falta de Informacion;RODADOS, AUTOMOTORES Y EMBARCACIONES
14843;2019-10-28 09:23:58;13;Clausulas abusivas o no convenidas;ELECTRONICA
14844;2019-10-28 09:33:33;12;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14845;2019-10-28 09:38:44;6;Clausulas abusivas o no convenidas;PERFUMERIA Y LIMPIEZA
14846;2019-10-28 09:46:34;13;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14847;2019-10-28 09:47:00;15;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14847;2019-10-28 09:47:00;15;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14847;2019-10-28 09:47:00;15;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14847;2019-10-28 09:47:00;15;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14847;2019-10-28 09:47:00;15;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14848;2019-10-28 10:08:35;13;Incumplimiento total de la prestacion del servicio  contratado;Servicios turisticos hoteles, hosterias, albergues, etc.
14849;2019-10-28 10:09:00;11;Falta de cumplimento garantia posventa;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
14850;2019-10-28 10:25:26;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14851;2019-10-28 10:25:35;12;Cobro de gastos de entrega no informados o convenidos;ALIMENTOS Y BEBIDAS
14852;2019-10-28 10:38:57;13;Incumplimiento del servicio;COMPRA POR INTERNET
14854;2019-10-28 11:12:57;9;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14855;2019-10-28 11:23:19;9;Deficiente calidad en la prestacion del servicio;SERVICIOS DE CONSTRUCCION PARA EL HOGAR Y COMERCIALIZACION DE INMUEBLES
14856;2019-10-28 11:27:55;7;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14857;2019-10-28 11:28:36;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14858;2019-10-28 11:37:53;13;Producto no funciona;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14861;2019-10-28 11:48:07;14;Producto no funciona;TELEFONIA Y REDES
14862;2019-10-28 11:48:58;7;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14863;2019-10-28 11:53:34;9;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14865;2019-10-28 12:20:35;7;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14866;2019-10-28 12:34:10;3;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14867;2019-10-28 12:34:55;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14868;2019-10-28 12:40:03;13;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14869;2019-10-28 12:50:34;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14870;2019-10-28 12:51:48;14;Falta de cumplimento garantia posventa;TEXTIL, CALZADO Y MARROQUINERIA
14871;2019-10-28 12:58:58;3;Falta de Informacion;RODADOS, AUTOMOTORES Y EMBARCACIONES
14872;2019-10-28 13:01:47;11;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14874;2019-10-28 13:22:18;14;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14875;2019-10-28 13:25:04;6;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14876;2019-10-28 13:42:09;9;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14877;2019-10-28 13:43:52;7;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14879;2019-10-28 13:47:40;14;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14880;2019-10-28 13:51:53;7;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14881;2019-10-28 13:54:05;2;Falta de Entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14882;2019-10-28 14:00:29;14;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14883;2019-10-28 14:02:33;7;Debito o imposicion de seguros no solicitados, convenidos o autorizados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14885;2019-10-28 14:19:16;9;Demora en la entrega del bien;MUEBLES
14887;2019-10-28 14:34:06;9;Debitos y/o cobros indebidos;GRAFICAS E IMPRESIONES
14887;2019-10-28 14:34:06;9;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;GRAFICAS E IMPRESIONES
14887;2019-10-28 14:34:06;9;Falta de Informacion;GRAFICAS E IMPRESIONES
14888;2019-10-28 14:43:32;7;Debitos y/o cobros indebidos;SEGURIDAD
14889;2019-10-28 14:59:29;3;Falta de cumplimento garantia posventa;TEXTIL, CALZADO Y MARROQUINERIA
14891;2019-10-28 17:28:38;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14892;2019-10-28 18:46:50;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14893;2019-10-29 08:29:35;14;Falta de Entrega del bien;TELEFONIA Y REDES
14895;2019-10-29 08:44:35;6;Demora en la entrega del bien;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14896;2019-10-29 08:53:02;11;Falta de cumplimento garantia posventa;INFORMATICA
14897;2019-10-29 09:08:07;14;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS Y EVENTOS DE ESPARCIMIENTO CULTURALES Y/O DEPORTIVOS
14899;2019-10-29 09:24:46;2;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS DE COMUNICACIONES
14900;2019-10-29 09:25:14;9;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14901;2019-10-29 09:25:54;15;Producto no funciona;TEXTIL, CALZADO Y MARROQUINERIA
14902;2019-10-29 09:33:37;9;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14903;2019-10-29 09:43:19;2;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14904;2019-10-29 10:01:02;3;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14905;2019-10-29 10:32:14;2;Producto no funciona;MUEBLES
14906;2019-10-29 10:36:37;7;Aumento de  cuota no autorizado/no notificado con anticipacion debida;SALUD
14907;2019-10-29 10:40:14;3;Falta de cumplimento garantia posventa;ELECTRODOMESTICOS Y ARTEFACTOS PARA EL HOGAR
14908;2019-10-29 10:47:54;6;Falta de procesamiento de baja del servicio/ gastos asociados;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14909;2019-10-29 10:57:56;14;Producto no funciona;MUEBLES
14909;2019-10-29 10:57:56;14;Falta de cumplimento garantia posventa;MUEBLES
14909;2019-10-29 10:57:56;14;Rechazo de la devolucion del bien;MUEBLES
14910;2019-10-29 10:59:14;2;Falta de Informacion;Servicios turisticos hoteles, hosterias, albergues, etc.
14911;2019-10-29 11:01:33;11;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14912;2019-10-29 11:13:22;3;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS DE COMUNICACIONES
14913;2019-10-29 11:14:32;6;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14914;2019-10-29 11:33:18;7;Demora en la entrega del bien;RODADOS, AUTOMOTORES Y EMBARCACIONES
14915;2019-10-29 11:38:54;9;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14916;2019-10-29 11:55:37;4;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14916;2019-10-29 11:55:37;4;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14917;2019-10-29 12:05:35;13;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14918;2019-10-29 12:10:32;2;Falta de Entrega del bien;CONSTRUCCION Y EQUIPAMIENTO DEL HOGAR
14919;2019-10-29 12:13:46;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14920;2019-10-29 12:35:44;13;Clausulas abusivas o no convenidas;ELECTRONICA
14922;2019-10-29 12:41:47;3;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14923;2019-10-29 12:55:13;1;Demora en la entrega del bien;MUEBLES
14924;2019-10-29 13:03:05;4;Falta de Informacion;ARTICULOS DE LECTURA Y AUDIOVISUALES
14925;2019-10-29 13:13:52;4;Deficiente calidad en la prestacion del servicio;ESTACIONAMIENTOS Y GUARDAMUEBLES
14926;2019-10-29 13:26:18;2;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14926;2019-10-29 13:26:18;2;Falta de Informacion;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14927;2019-10-29 13:30:16;2;Debitos y/o cobros indebidos;SERVICIOS PUBLICOS DOMICILIARIOS
14928;2019-10-29 13:32:49;7;Incumplimiento total de la prestacion del servicio  contratado;SERVICIOS DE COMUNICACIONES
14929;2019-10-29 13:58:51;15;Clausulas abusivas o no convenidas;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
14930;2019-10-29 14:02:54;1;Producto no funciona;TELEFONIA Y REDES
14931;2019-10-29 14:06:31;12;Deficiente calidad en la prestacion del servicio;SERVICIOS DE COMUNICACIONES
14931;2019-10-29 14:06:31;12;Falta de Informacion;SERVICIOS DE COMUNICACIONES
14932;2019-10-29 14:09:16;13;Falta de entrega o emision del documento de contratacion del servicio: presupuestos, constancias de pagos,   solicitud de servicios, reglamento general de prestaciones.;SERVICIOS FINANCIEROS (TARJETAS DE CREDITO, BANCOS FINANCIERAS, ETC.)
